Unnamed: 0,realSum,room_type,room_private,person_capacity,host_is_superhost,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index_norm,rest_index_norm
1044,127.62078395624432,Entire home/apt,False,2.0,False,9.0,83.0,0,3.5855098494775564,1.0254607215803622,5.807909656029995,2.7063693113255507
1045,394.3154991468574,Entire home/apt,False,6.0,False,10.0,95.0,2,2.619749053122669,0.0668519501329893,6.634978402354919,3.377883776827584
1046,264.3573381950775,Entire home/apt,False,6.0,False,10.0,70.0,1,6.14349100185044,0.6718712977586375,4.8789802227139045,1.576363616941148
1047,271.1357314821308,Entire home/apt,False,4.0,False,10.0,100.0,3,5.674890995809488,1.9915347465146085,3.223294165068209,1.6835729627872331
1048,231.86779795713247,Entire home/apt,False,2.0,False,10.0,100.0,1,3.1106350571876145,0.7044400168850798,7.134040101501389,3.281246361387708
1049,241.21730593927492,Entire home/apt,False,4.0,False,10.0,94.0,1,5.951806860580844,0.7134066553709182,5.164735443508989,1.6349111271250198
1050,218.0772736834724,Entire home/apt,False,4.0,False,10.0,97.0,1,6.066652209441421,0.7981579587848661,5.113524845410298,1.6039527374043767
1051,132.06180024776197,Private room,True,2.0,True,10.0,99.0,1,3.895056808402799,0.9058152573771484,4.490933015302877,2.2349592100350075
1052,207.55907720356217,Entire home/apt,False,2.0,True,10.0,98.0,1,2.3392625570261565,0.3563432112697622,7.129578700046671,3.7391271658677
1053,226.25809316784705,Entire home/apt,False,4.0,True,10.0,94.0,1,2.931727428748172,0.6588696838708393,7.508340863351506,3.5806474528228285
1054,143.74868522544003,Entire home/apt,False,3.0,True,10.0,100.0,1,5.69516902972356,2.743211068243184,3.3006884130675207,1.5946756732621163
1055,204.0530117102588,Entire home/apt,False,4.0,False,10.0,97.0,1,2.86363715607944,0.3657459190057974,6.934056164411688,3.620777270361876
1056,235.37386345043592,Entire home/apt,False,4.0,False,8.0,84.0,1,1.9824752800733376,0.5573295212881503,9.433412677037708,4.752769740883549
1057,226.25809316784705,Entire home/apt,False,4.0,False,10.0,96.0,1,2.3890742987154354,0.2190514822019721,7.971949137765582,4.20204790531274
1058,394.3154991468574,Entire home/apt,False,6.0,False,10.0,96.0,2,2.6197874802910883,0.0668625972974694,6.634867973659091,3.3778193067742444
1059,243.55468293481056,Entire home/apt,False,2.0,False,10.0,100.0,1,5.050903205600362,0.5885290445851246,9.683195192613224,2.0906757440884114
1060,382.62861416917934,Private room,True,4.0,False,8.0,89.0,2,1.79251936848845,0.5206750590870721,10.547366269874296,5.4551403207301385
1061,205.22170020802656,Entire home/apt,False,2.0,True,10.0,99.0,1,5.417110061393181,0.2892545789498645,9.30639089140987,2.017231671937132
1062,278.3816001682912,Entire home/apt,False,3.0,False,10.0,96.0,1,4.788153806844161,1.1064808820713958,3.716877960490337,1.7595493213648643
1063,174.13458616740294,Private room,True,6.0,False,10.0,98.0,2,4.411825313671994,0.3764446770319461,6.119344675339322,2.284802531236255
1064,169.22609447677817,Private room,True,2.0,True,10.0,100.0,1,5.337105211012441,0.5744104443604194,5.2192131693811845,1.86187908955837
1065,301.75537012364725,Private room,True,2.0,True,10.0,91.0,1,4.272806499122878,0.3511060309153417,4.264869714366353,1.9276121372361743
1066,394.3154991468574,Entire home/apt,False,6.0,False,10.0,96.0,2,2.619777616429644,0.0668494338649217,6.634907832435623,3.3778390670638285
